GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
255674069,20130605,201306,2013,2013.4247,LAB,TRADE UNION,,,,,,LAB,,, ,,,,,,,,,,0,141,141,14,3,-6.5,5,1,5,1.53508771929825,4,"Istanbul, Istanbul, Turkey",TU,TU34,41.0186,28.9647,-755070,0,,,,,,,4,"Istanbul, Istanbul, Turkey",TU,TU34,41.0186,28.9647,-755070,20130605,http://www.chinapost.com.tw/international/middle-east/2013/06/06/380471/Turkey-protests.htm
255684187,20130605,201306,2013,2013.4247,TURGOV,RECEP TAYYIP ERDOGAN,TUR,,,,,GOV,,, ,,,,,,,,,,1,141,141,14,3,-6.5,6,1,6,0.617283950617284,4,"Istanbul, Istanbul, Turkey",TU,TU34,41.0186,28.9647,-755070,0,,,,,,,4,"Istanbul, Istanbul, Turkey",TU,TU34,41.0186,28.9647,-755070,20130605,http://www.voanews.com/content/protesters-give-turkish-government-list-of-demands/1676046.html
255683535,20130605,201306,2013,2013.4247,TUR,ISTANBUL,TUR,,,,,,,, ,,,,,,,,,,1,141,141,14,3,-6.5,2,1,2,1.42276422764228,4,"Istanbul, Istanbul, Turkey",TU,TU34,41.0186,28.9647,-755070,0,,,,,,,4,"Anatolia, Turkey (general), Turkey",TU,TU00,39.0,35.0,-735281,20130605,http://www.bbc.co.uk/news/world-europe-22783127#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa
255679100,20130605,201306,2013,2013.4247,OPP,THE OPPOSITION,,,,,,OPP,,, ,,,,,,,,,,1,141,141,14,3,-6.5,12,2,12,1.47701214774386,4,"Anatolia, Turkey (general), Turkey",TU,TU00,39.0,35.0,-735281,0,,,,,,,4,"Anatolia, Turkey (general), Turkey",TU,TU00,39.0,35.0,-735281,20130605,http://www.bbc.co.uk/news/world-europe-22783127#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa
255679157,20130605,201306,2013,2013.4247,OPP,PROTESTER,,,,,,OPP,,, COP,POLICE,,,,,,COP,,,0,140,140,14,3,-6.5,4,1,4,3.27455919395466,4,"Istanbul, Istanbul, Turkey",TU,TU34,41.0186,28.9647,-755070,1,Israel,IS,IS,31.5,34.75,IS,4,"Istanbul, Istanbul, Turkey",TU,TU34,41.0186,28.9647,-755070,20130605,http://www.haaretz.com/opinion/erdogan-s-aim-suffocate-the-right-to-protest-in-turkey-1.527960
255683808,20130605,201306,2013,2013.4247,TUR,TURK,TUR,,,,,,,, ISR,ISRAELI,ISR,,,,,,,,0,141,141,14,3,-6.5,14,1,14,3.27455919395466,4,"Istanbul, Istanbul, Turkey",TU,TU34,41.0186,28.9647,-755070,1,Israel,IS,IS,31.5,34.75,IS,4,"Istanbul, Istanbul, Turkey",TU,TU34,41.0186,28.9647,-755070,20130605,http://www.haaretz.com/opinion/erdogan-s-aim-suffocate-the-right-to-protest-in-turkey-1.527960
255683611,20130605,201306,2013,2013.4247,TUR,ANKARA,TUR,,,,,,,, COP,POLICE,,,,,,COP,,,1,140,140,14,3,-6.5,4,1,4,2.09424083769634,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,1,Israel,IS,IS,31.5,34.75,IS,4,"Istanbul, Istanbul, Turkey",TU,TU34,41.0186,28.9647,-755070,20130605,http://www.israelnationalnews.com/News/News.aspx/168652
255683613,20130605,201306,2013,2013.4247,TUR,TURKEY,TUR,,,,,,,, COP,POLICE,,,,,,COP,,,1,140,140,14,3,-6.5,6,1,6,2.09424083769634,4,"Istanbul, Istanbul, Turkey",TU,TU34,41.0186,28.9647,-755070,1,Israel,IS,IS,31.5,34.75,IS,4,"Istanbul, Istanbul, Turkey",TU,TU34,41.0186,28.9647,-755070,20130605,http://www.israelnationalnews.com/News/News.aspx/168652
255684157,20130605,201306,2013,2013.4247,TURCOP,TURKISH,TUR,,,,,COP,,, OPP,DEMONSTRATOR,,,,,,OPP,,,1,141,141,14,3,-6.5,3,1,3,3.31491712707182,1,Turkey,TU,TU,39.0,35.0,TU,1,Turkey,TU,TU,39.0,35.0,TU,1,Turkey,TU,TU,39.0,35.0,TU,20130605,http://www.bbc.co.uk/news/world-europe-22779886#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa
255684196,20130605,201306,2013,2013.4247,TURGOV,TURKISH,TUR,,,,,GOV,,, AFR,AFRICA ,AFR,,,,,,,,1,141,141,14,3,-6.5,6,1,6,3.31491712707182,1,Turkey,TU,TU,39.0,35.0,TU,1,Turkey,TU,TU,39.0,35.0,TU,1,Turkey,TU,TU,39.0,35.0,TU,20130605,http://www.bbc.co.uk/news/world-europe-22779886#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa
255684327,20130605,201306,2013,2013.4247,TURLAB,TURKISH,TUR,,,,,LAB,,, PHL,PHILIPPINE,PHL,,,,,,,,1,141,141,14,3,-6.5,6,1,6,0.0,1,Turkey,TU,TU,39.0,35.0,TU,1,Turkey,TU,TU,39.0,35.0,TU,1,Turkey,TU,TU,39.0,35.0,TU,20130605,http://www.philippinetimes.com/index.php/sid/214993474/scat/2411cd3571b4f088
255684331,20130605,201306,2013,2013.4247,TURLAB,TURKISH,TUR,,,,,LAB,,, USAMED,REUTERS,USA,,,,,MED,,,1,141,141,14,3,-6.5,6,1,6,0.0,1,Turkey,TU,TU,39.0,35.0,TU,1,Turkey,TU,TU,39.0,35.0,TU,1,Turkey,TU,TU,39.0,35.0,TU,20130605,http://www.philippinetimes.com/index.php/sid/214993474/scat/2411cd3571b4f088
255683569,20130605,201306,2013,2013.4247,TUR,TURKEY,TUR,,,,,,,, AFR,AFRICA ,AFR,,,,,,,,1,141,141,14,3,-6.5,4,1,4,3.31491712707182,1,Turkey,TU,TU,39.0,35.0,TU,1,Turkey,TU,TU,39.0,35.0,TU,1,Turkey,TU,TU,39.0,35.0,TU,20130605,http://www.bbc.co.uk/news/world-europe-22779886#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa
255683756,20130605,201306,2013,2013.4247,TUR,TURKEY,TUR,,,,,,,, GOV,DEPUTY PRIME MINISTER,,,,,,GOV,,,1,141,141,14,3,-6.5,10,1,10,0.0,1,Turkey,TU,TU,39.0,35.0,TU,1,Turkey,TU,TU,39.0,35.0,TU,1,Turkey,TU,TU,39.0,35.0,TU,20130605,http://www.philippinetimes.com/index.php/sid/214987473/scat/2411cd3571b4f088
255684041,20130605,201306,2013,2013.4247,TUR,TURKISH,TUR,,,,,,,, TURCOP,TURKEY,TUR,,,,,COP,,,1,141,141,14,3,-6.5,1,1,1,3.31491712707182,1,Turkey,TU,TU,39.0,35.0,TU,1,Turkey,TU,TU,39.0,35.0,TU,1,Turkey,TU,TU,39.0,35.0,TU,20130605,http://www.bbc.co.uk/news/world-europe-22779886#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa
255683748,20130605,201306,2013,2013.4247,TUR,TURKEY,TUR,,,,,,,, GOV,PRIME MINISTER,,,,,,GOV,,,1,141,141,14,3,-6.5,2,1,2,0.87719298245614,4,"Istanbul, Istanbul, Turkey",TU,TU34,41.0186,28.9647,-755070,1,United Kingdom,UK,UK,54.0,-2.0,UK,4,"Istanbul, Istanbul, Turkey",TU,TU34,41.0186,28.9647,-755070,20130605,http://www.philippinetimes.com/index.php/sid/214990350/scat/2411cd3571b4f088
255674171,20130605,201306,2013,2013.4247,LAB,TRADE UNION,,,,,,LAB,,, OPP,PROTESTER,,,,,,OPP,,,0,143,143,14,3,-6.5,2,1,2,2.25563909774436,4,"Istanbul, Istanbul, Turkey",TU,TU34,41.0186,28.9647,-755070,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,4,"Istanbul, Istanbul, Turkey",TU,TU34,41.0186,28.9647,-755070,20130605,"http://www.latimes.com/news/nationworld/world/la-fg-turkey-protests-20130605,0,2247963.story?track=rss&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+latimes%2Fnews%2Fnationworld%2Fworld+%28L.A.+Times+-+World+News%29"
255676170,20130605,201306,2013,2013.4247,MED,MEDIA,,,,,,MED,,, TURCOP,TURKISH,TUR,,,,,COP,,,1,140,140,14,3,-6.5,6,1,6,0.0,4,"Anadolu, Turkey (general), Turkey",TU,TU00,39.0,35.0,-735281,4,"Anadolu, Turkey (general), Turkey",TU,TU00,39.0,35.0,-735281,4,"Anadolu, Turkey (general), Turkey",TU,TU00,39.0,35.0,-735281,20130605,http://www.theglobeandmail.com/news/world/turkish-police-detain-25-for-using-social-media-to-call-for-protest-media-report/article12357671/?cmpid=rss1
255654299,20130605,201306,2013,2013.4247,,,,,,,,,,, TUR,TURKISH,TUR,,,,,,,,0,140,140,14,3,-6.5,7,1,7,1.07181136120043,0,,,,,,,4,"Anadolu, Turkey (general), Turkey",TU,TU00,39.0,35.0,-735281,4,"Anadolu, Turkey (general), Turkey",TU,TU00,39.0,35.0,-735281,20130605,http://www.dailymail.co.uk/news/article-2336135/Turkey-protests-Melisa-Kenber-19-sprayed-tear-gas-filmed-anti-government-demonstrations.html?ITO=1490&ns_mchannel=rss&ns_campaign=1490
255684070,20130605,201306,2013,2013.4247,TUR,TURKEY,TUR,,,,,,,, TURGOV,TURKEY,TUR,,,,,GOV,,,1,141,141,14,3,-6.5,1,1,1,0.515463917525773,4,"Anadolu, Turkey (general), Turkey",TU,TU00,39.0,35.0,-735281,4,"Anadolu, Turkey (general), Turkey",TU,TU00,39.0,35.0,-735281,4,"Anadolu, Turkey (general), Turkey",TU,TU00,39.0,35.0,-735281,20130605,http://www.independent.co.uk/news/world/europe/turkey-protests-woman-in-red-pepper-sprayed-by-police-becomes-symbol-of-istanbuls-occupy-gezi-unrest-against-prime-minister-erdogan-8645091.html
255683741,20130605,201306,2013,2013.4247,TUR,TURKEY,TUR,,,,,,,, GOV,PRIME MINISTER,,,,,,GOV,,,1,141,141,14,3,-6.5,8,1,8,0.515463917525773,4,"Anadolu, Turkey (general), Turkey",TU,TU00,39.0,35.0,-735281,4,"Anadolu, Turkey (general), Turkey",TU,TU00,39.0,35.0,-735281,4,"Anadolu, Turkey (general), Turkey",TU,TU00,39.0,35.0,-735281,20130605,http://www.independent.co.uk/news/world/europe/turkey-protests-woman-in-red-pepper-sprayed-by-police-becomes-symbol-of-istanbuls-occupy-gezi-unrest-against-prime-minister-erdogan-8645091.html
255653858,20130605,201306,2013,2013.4247,,,,,,,,,,, OPP,MAIN OPPOSITION,,,,,,OPP,,,1,140,140,14,3,-6.5,10,1,10,0.495049504950495,0,,,,,,,4,"Anatolia, Turkey (general), Turkey",TU,TU00,39.0,35.0,-735281,4,"Anatolia, Turkey (general), Turkey",TU,TU00,39.0,35.0,-735281,20130605,http://www.panarmenian.net/eng/news/161012/
255668341,20130605,201306,2013,2013.4247,GOV,PUBLIC SECTOR,,,,,,GOV,,, LAB,WORKER,,,,,,LAB,,,0,143,143,14,3,-6.5,5,1,5,1.77777777777778,4,"Anatolia, Turkey (general), Turkey",TU,TU00,39.0,35.0,-735281,4,"Anatolia, Turkey (general), Turkey",TU,TU00,39.0,35.0,-735281,4,"Anatolia, Turkey (general), Turkey",TU,TU00,39.0,35.0,-735281,20130605,http://www.aljazeera.com/news/europe/2013/06/20136551212442132.html
255679380,20130605,201306,2013,2013.4247,OPP,PROTESTER,,,,,,OPP,,, TUR,ISTANBUL,TUR,,,,,,,,1,141,141,14,3,-6.5,29,2,29,0.9317610475872,4,"Anatolia, Turkey (general), Turkey",TU,TU00,39.0,35.0,-735281,4,"Anatolia, Turkey (general), Turkey",TU,TU00,39.0,35.0,-735281,4,"Anatolia, Turkey (general), Turkey",TU,TU00,39.0,35.0,-735281,20130605,http://www.independent.co.uk/news/world/europe/turkey-protests-woman-in-red-pepper-sprayed-by-police-becomes-symbol-of-istanbul-protests-8645091.html
255676161,20130605,201306,2013,2013.4247,MED,MEDIA,,,,,,MED,,, TUR,IZMIR,TUR,,,,,,,,0,140,140,14,3,-6.5,1,1,1,1.75182481751825,4,"Izmir, Izmir, Turkey",TU,TU35,38.4104,27.142,-755097,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,4,"Izmir, Izmir, Turkey",TU,TU35,38.4104,27.142,-755097,20130605,http://in.reuters.com/article/2013/06/05/turkey-protests-idINDEE95405S20130605?feedType=RSS&feedName=worldNews
255653279,20130605,201306,2013,2013.4247,,,,,,,,,,, LAB,TRADE UNION,,,,,,LAB,,,0,141,141,14,3,-6.5,2,1,2,1.1444921316166,0,,,,,,,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,4,"Kemal, Edirne, Turkey",TU,TU22,41.7356,26.3961,-759430,20130605,http://www.philly.com/philly/news/nation_world/20130605_ap_activistspresentlistofdemandsinturkey.html
255683612,20130605,201306,2013,2013.4247,TUR,ISTANBUL,TUR,,,,,,,, COP,POLICE,,,,,,COP,,,1,140,140,14,3,-6.5,8,2,8,1.9742883379247,4,"Istanbul, Istanbul, Turkey",TU,TU34,41.0186,28.9647,-755070,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,20130605,http://www.globalsecurity.org/military/library/news/2013/06/mil-130605-voa03.htm
255679394,20130605,201306,2013,2013.4247,OPP,PROTESTER,,,,,,OPP,,, TURCOP,TURKISH,TUR,,,,,COP,,,1,140,140,14,3,-6.5,3,1,3,1.92061459667093,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,20130605,"http://www.ynetnews.com/articles/0,7340,L-4388827,00.html"
255683616,20130605,201306,2013,2013.4247,TUR,TURKEY,TUR,,,,,,,, COP,POLICE,,,,,,COP,,,0,141,141,14,3,-6.5,8,1,8,3.27455919395466,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,20130605,http://www.haaretz.com/opinion/erdogan-s-aim-suffocate-the-right-to-protest-in-turkey-1.527960
255684038,20130605,201306,2013,2013.4247,TUR,ANKARA,TUR,,,,,,,, TURCOP,TURKISH,TUR,,,,,COP,,,1,140,140,14,3,-6.5,13,2,13,0.443218753077907,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,20130605,http://www.thenews.com.pk/Todays-News-1-182217-Police-fire-tear-gas-at-Ankara-protesters
255679153,20130605,201306,2013,2013.4247,OPP,PROTESTER,,,,,,OPP,,, COP,POLICE,,,,,,COP,,,1,140,140,14,3,-6.5,73,4,57,2.37699639865615,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,20130605,http://news.yahoo.com/turkish-protesters-demand-police-sackings-unions-join-020549022.html
255684177,20130605,201306,2013,2013.4247,TURCVL,TURKISH,TUR,,,,,CVL,,, SAUGOV,ABDULLAH,SAU,,,,,GOV,,,0,142,142,14,3,-6.5,12,1,12,3.27455919395466,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,20130605,http://www.haaretz.com/opinion/erdogan-s-aim-suffocate-the-right-to-protest-in-turkey-1.527960
255684096,20130605,201306,2013,2013.4247,TUR,TURKISH,TUR,,,,,,,, TURSEP,KURDISTAN WORKERS PARTY,TUR,,,,,SEP,,,0,142,142,14,3,-6.5,4,1,4,3.27455919395466,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338,20130605,http://www.haaretz.com/opinion/erdogan-s-aim-suffocate-the-right-to-protest-in-turkey-1.527960
